Inspection ID,License #,DBA Name,Facility Type,Risk,City,State,Results
2509725,40530,dunkin donuts,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2252238,2442906,fiesta grill,restaurant,risk 1 (high),chicago,il,fail
2510137,1649361,thai on clark,restaurant,risk 1 (high),chicago,il,pass
2605605,2845172,hubble hookah lounge,restaurant,risk 1 (high),chicago,il,no entry
2605606,49702,pink krokodile cafe,restaurant,risk 1 (high),chicago,il,no entry
2523167,2368421,freehand chicago,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2293311,69143,a & j food market incorporated,grocery store,risk 1 (high),chicago,il,pass w/ conditions
2252283,1495500,"rosebud catering & events, inc.",catering,risk 1 (high),chicago,il,pass w/ conditions
2252287,29371,sabin magnet,school,risk 1 (high),chicago,il,pass
2252612,2137144,java n mug,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2605589,2803240,75 steak and hoagies inc,restaurant,risk 2 (medium),chicago,il,fail
2252495,2192735,el pueblo,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2252668,46241,mather high school,school,risk 1 (high),chicago,il,pass w/ conditions
2252721,2397406,jackson tavern,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605571,2601600,harry's cafe,restaurant,risk 1 (high),chicago,il,pass
2252787,3305849,chicago arts high school,school,risk 1 (high),chicago,il,pass
2523950,6876,ciales poultry meats & fish,grocery store,risk 2 (medium),chicago,il,pass
2605549,2813859,kings food grocery store,grocery store,risk 2 (medium),chicago,il,pass
2605547,2314344,"7 days of chicago, inc.",grocery store,risk 2 (medium),chicago,il,out of business
2605559,2997074,papa johns,restaurant,risk 2 (medium),chicago,il,not ready
2605555,50537,life spring health food,grocery store,risk 3 (low),chicago,il,pass
2605560,2988219,new york food mart,grocery store,risk 1 (high),chicago,il,pass
2252907,2328350,bella's pizza,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2528319,2542182,laschet's inn,restaurant,risk 1 (high),chicago,il,fail
2261240,2362719,corridor brewery and provisions,restaurant,risk 1 (high),chicago,il,fail
2261273,1387,grover cleveland elementary school,school,risk 1 (high),chicago,il,pass
2605523,2993716,hampton inn and suites chicago medical district ui,restaurant,risk 3 (low),chicago,il,pass
2605524,2993717,hampton inn and suites chicago medical district ui,restaurant,risk 3 (low),chicago,il,pass
2293322,2483756,kentucky fried chicken,restaurant,risk 1 (high),chicago,il,pass
2261442,2564813,bonchon,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2293499,1766467,"il giardino del dolce, inc",bakery,risk 1 (high),chicago,il,fail
2261631,2385577,carribean jerk palace,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605508,2020850,dunkin donuts,donut shop,risk 2 (medium),chicago,il,pass
2529191,24881,washington irving school,school,risk 1 (high),chicago,il,pass
2261986,2560505,americanos,restaurant,risk 1 (high),chicago,il,fail
2293724,2506880,jieyi sushi,restaurant,risk 1 (high),chicago,il,fail
2531398,1246771,avenue food mar inc,grocery store,risk 1 (high),chicago,il,fail
2262058,1398,jewel food store #3241,grocery store,risk 1 (high),chicago,il,pass w/ conditions
2262106,2079741,"new york deli, inc.",grocery store,risk 1 (high),chicago,il,pass w/ conditions
2605479,2906422,bb.q chicken edgewater,restaurant,risk 1 (high),chicago,il,out of business
2605477,2791865,five guys burgers and fries,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2534790,2138159,bongo room,restaurant,risk 1 (high),chicago,il,fail
2268255,40337,moon palace,restaurant,risk 1 (high),chicago,il,fail
2535126,2758134,jarabe,restaurant,risk 1 (high),chicago,il,fail
2605475,2627539,kingfish shrimp inc.,restaurant,risk 2 (medium),chicago,il,out of business
2544676,2418662,columbus manor residential care & home,long term care,risk 1 (high),chicago,il,pass
2293854,2004043,cafe con leche d' noche,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2544652,2215807,pinocchio child care,daycare (2 - 6 years),risk 1 (high),chicago,il,fail
2294172,2658048,thompson chicago hotel,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2268322,1249761,louis a. weiss memorial hospital,restaurant,risk 1 (high),chicago,il,fail
2268381,2647081,lito's empanadas,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2300328,2677276,takorea cocina,restaurant,risk 1 (high),chicago,il,fail
2268870,2621281,cmm food services,restaurant,risk 1 (high),chicago,il,fail
2300347,2451427,cermak fresh market,grocery store,risk 1 (high),chicago,il,pass w/ conditions
2268952,2437109,sandarban's fish bar,grocery store,risk 2 (medium),chicago,il,fail
2605428,2511532,eurest dining,restaurant,risk 2 (medium),chicago,il,pass
2279373,23301,john garvy elementary school,school,risk 1 (high),chicago,il,fail
2300356,2142599,elephant & castle pub & restaurant,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2545957,2827179,pho le 777,restaurant,risk 1 (high),chicago,il,fail
2605424,2835141,dunkin donuts/ baskin robbins,restaurant,risk 2 (medium),chicago,il,pass
2279420,25152,josephine's cookin',restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605419,1382145,fresh market place,grocery store,risk 1 (high),chicago,il,fail
2279426,1492342,subway,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605410,2215634,irving park early learning cnt,children's services facility,risk 1 (high),chicago,il,pass
2546266,2589855,"los tacos express, inc",restaurant,risk 1 (high),chicago,il,pass
2546663,2689613,los asadores mexican grill,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605404,2215761,carlos h. cantu children and family center,children's services facility,risk 1 (high),chicago,il,pass w/ conditions
2605399,2882045,jordyn's soul cafe inc.,restaurant,risk 1 (high),chicago,il,pass
2605401,2850969,pho citi & sandwich,restaurant,risk 1 (high),chicago,il,out of business
2553175,2642142,the original pancake house,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2553382,2836026,wrigleyville rooftops,roof top,risk 2 (medium),chicago,il,pass
2279594,2510097,academy for global citizenship satellite,school,risk 1 (high),chicago,il,fail
2605392,2896269,lou malnati's pizzeria,restaurant,risk 1 (high),chicago,il,pass
2280006,1140493,j & j fish,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2279981,2575074,dunkin donuts/baskin robbins,restaurant,risk 2 (medium),chicago,il,fail
2301162,2088498,atomix cafe,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2282235,2469305,caffe arrivadolce,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2303497,2049272,naveen's  cuisine,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605380,2646598,basehit bbq,restaurant,risk 1 (high),chicago,il,out of business
2282351,21943,my buddy's,restaurant,risk 1 (high),chicago,il,fail
2554145,2718343,la cebollita grill,restaurant,risk 1 (high),chicago,il,fail
2303878,2683693,louis a. weiss memorial hospital,hospital,risk 1 (high),chicago,il,fail
2605372,2641431,"mr. crab fish chicken and grill, inc. of chicago",restaurant,risk 2 (medium),chicago,il,out of business
2605370,2862531,fuga nutrition #2,restaurant,risk 2 (medium),chicago,il,out of business
2282356,2027137,benchmark bar & grill,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2303968,1446770,5077 kiko meat market,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2304175,2368803,burger king #10797,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2282898,2646821,popeyes chicken,restaurant,risk 1 (high),chicago,il,pass
2605350,2827926,rising roll @ loyola university,restaurant,risk 2 (medium),chicago,il,pass
2605348,2877649,butcher & the burger,restaurant,risk 1 (high),chicago,il,pass
2554819,2428445,the graystone tavern,restaurant,risk 1 (high),chicago,il,fail
2304360,2487433,steak and hoagie,restaurant,risk 2 (medium),chicago,il,fail
2605345,2501366,"hachi sushi, llc",restaurant,risk 1 (high),chicago,il,pass
2605341,2877648,butcher & the burger,restaurant,risk 1 (high),chicago,il,pass
2304613,2069345,lou malnati's pizzeria,restaurant,risk 1 (high),chicago,il,fail
2304679,2636843,roots handmade pizza - second city/utopian tailgat,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2304747,1969227,ukraina deli,grocery store,risk 1 (high),chicago,il,pass w/ conditions
2605333,2215661,united educational cultural academy,1023-children's services facility,risk 1 (high),chicago,il,out of business
2605331,2385615,dunkin donuts,restaurant,risk 2 (medium),chicago,il,pass
2305175,1139498,chicago sweet connection bakery,bakery,risk 2 (medium),chicago,il,pass w/ conditions
2304910,2637010,shark fast food,restaurant,risk 1 (high),chicago,il,pass
2555236,2368973,burger king #244,restaurant,risk 2 (medium),chicago,il,pass
2605322,2835483,happy lemon,restaurant,risk 2 (medium),chicago,il,out of business
2283075,32172,barbecue king restaurant,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2555512,47061,senn high school,school,risk 1 (high),chicago,il,fail
2605604,2863098,roundhouse chicago,restaurant,risk 1 (high),chicago,il,no entry
2605318,2334226,c/o st anthony hospital.,restaurant,risk 1 (high),chicago,il,pass
2311251,1772607,birrieria jalisco,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2311266,4851,paulina super market inc,grocery store,risk 2 (medium),chicago,il,pass w/ conditions
2605306,2996860,hanson park food market inc.,grocery store,risk 3 (low),chicago,il,pass
2605309,1926502,dunkin donuts,restaurant,risk 2 (medium),chicago,il,out of business
2311502,2688993,zayn food mart inc.,grocery store,risk 2 (medium),chicago,il,pass w/ conditions
2283175,2657946,mega food mart,grocery store,risk 3 (low),chicago,il,fail
2311715,2355266,adler school inc,children's services facility,risk 1 (high),chicago,il,fail
2311733,2120626,beezzee,restaurant,risk 1 (high),chicago,il,pass
2311838,2637301,forever yogurt - logan square,restaurant,risk 2 (medium),chicago,il,fail
2311943,1243865,jj fish,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2312083,1519918,brandy's restaurant,restaurant,risk 1 (high),chicago,il,fail
2605284,2813118,starbucks coffee #15683,restaurant,risk 2 (medium),chicago,il,pass
2605279,2992806,monday coffee,restaurant,risk 2 (medium),chicago,il,pass
2312149,2665376,the lotus black,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2285708,2516647,american airlines admirals lounge,restaurant,risk 1 (high),chicago,il,pass
2312221,16712,international supermarket inc,grocery & restaurant,risk 1 (high),chicago,il,pass w/ conditions
2312398,2394824,stepping stones nursery school inc.,children's services facility,risk 1 (high),chicago,il,fail
2312616,2522245,passion house cafe 1 llc,restaurant,risk 2 (medium),chicago,il,fail
2312633,22181,morry's deli,restaurant,risk 1 (high),chicago,il,fail
2567846,1969368,buy low food & liquor,grocery store,risk 3 (low),chicago,il,fail
2285860,2657752,picosito grill,restaurant,risk 1 (high),chicago,il,fail
2605252,2791429,georgio's gourmet pizza,restaurant,risk 2 (medium),chicago,il,pass
2605261,2359885,shake shack,restaurant,risk 2 (medium),chicago,il,pass
2568036,2881880,restaurant associates,restaurant,risk 1 (high),chicago,il,fail
2312709,2528182,land and lake kitchen,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2312737,2308821,rolando taco's,restaurant,risk 1 (high),chicago,il,fail
2312987,2583843,paula's thai kitchen,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2568469,2172690,salgado's bakery,bakery,risk 2 (medium),chicago,il,pass w/ conditions
2312867,2589939,time out market,restaurant,risk 1 (high),chicago,il,fail
2605225,2993161,dunkin donuts,restaurant,risk 2 (medium),chicago,il,pass
2313048,1384276,cozy noodles & rice,restaurant,risk 1 (high),chicago,il,fail
2313108,2354772,el taconazo jr.,restaurant,risk 1 (high),chicago,il,fail
2568729,2882706,grillicious bite,restaurant,risk 1 (high),chicago,il,pass
2352836,1893362,pizza nova express,restaurant,risk 1 (high),chicago,il,pass
2315262,2602169,siri indian restaurant,restaurant,risk 1 (high),chicago,il,fail
2605202,2678031,wings n fins,restaurant,risk 1 (high),chicago,il,out of business
2605199,2993257,halal food studio,restaurant,risk 1 (high),chicago,il,not ready
2605193,2887001,burger king restaurant,restaurant,risk 2 (medium),chicago,il,pass
2355214,21793,old country buffet,restaurant,risk 1 (high),chicago,il,fail
2605194,2304205,chipotle,restaurant,risk 1 (high),chicago,il,pass
2605195,2564709,king gyros,restaurant,risk 2 (medium),chicago,il,fail
2355441,1620818,lotus restaurant,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2355260,18177,tedino's,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2569661,2689023,happy mart,grocery store,risk 1 (high),chicago,il,pass
2605166,2423563,munno,restaurant,risk 1 (high),chicago,il,no entry
2605170,2776107,moothie's craft sorbetto & coffee,restaurant,risk 2 (medium),chicago,il,out of business
2605169,1913870,dunkin donuts,restaurant,risk 2 (medium),chicago,il,pass
2355855,2179611,broken english taco pub - lincoln park,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2355729,1742901,la florencia bakery,bakery,risk 2 (medium),chicago,il,pass w/ conditions
2605162,2216004,little leaders of tomorrow day care center,children's services facility,risk 1 (high),chicago,il,no entry
2288234,1649678,taco & burrito express brothers inc.,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2356044,2094313,sun sub and chicken,restaurant,risk 2 (medium),chicago,il,fail
2288399,2405945,"wendy's properties, llc",restaurant,risk 1 (high),chicago,il,fail
2288697,2412626,chipmunks restaurant,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605137,2205578,holy cross hospital,hospital,risk 1 (high),chicago,il,pass
2605141,3709480,"ceres food group,inc.",school,risk 1 (high),chicago,il,out of business
2356366,2374277,tant llc,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605224,2890442,il milanese,restaurant,risk 1 (high),chicago,il,no entry
2605127,2762146,marvin's food & fuel / morgan's on fulton,restaurant,risk 1 (high),chicago,il,out of business
2289042,1273473,tumans,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2290392,2308240,wendys old fashioned hamburgers,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2356491,47041,john marshall high school,school,risk 1 (high),chicago,il,fail
2605101,2589016,rice thai cafe,restaurant,risk 1 (high),chicago,il,pass
2290734,2204250,roseland community hospital association,hospital,risk 1 (high),chicago,il,pass w/ conditions
2576589,1999098,city provisions catering and e,restaurant,risk 2 (medium),chicago,il,pass
2605094,2911671,super taqueria el taconazo el tio co.,restaurant,risk 1 (high),chicago,il,pass
2605096,2993660,gravitea river south,restaurant,risk 1 (high),chicago,il,pass
2290401,2164139,western poultry,live poultry,risk 2 (medium),chicago,il,pass w/ conditions
2290961,2523717,taqueria los altos de jalisco,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2356532,14627,topo gigio ristorante,restaurant,risk 1 (high),chicago,il,fail
2290808,23103,starbucks coffee #2310,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2605090,2891443,apero,restaurant,risk 1 (high),chicago,il,no entry
2291072,2442943,tortorice's pizza,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2291092,2215929,mari's bumble bee day care corp.,daycare above and under 2 years,risk 1 (high),chicago,il,pass w/ conditions
2605079,2845296,queen k's kitchen,restaurant,risk 1 (high),chicago,il,pass
2291153,40543,irish american heritage center,restaurant,risk 1 (high),chicago,il,fail
2357129,1954289,sarpinos pizzeria,restaurant,risk 1 (high),chicago,il,fail
2605066,1446770,5077 kiko meat market,restaurant,risk 1 (high),chicago,il,out of business
2293384,2670301,2451 mart,grocery store,risk 3 (low),chicago,il,pass
2293444,2641275,rib palace llc,restaurant,risk 2 (medium),chicago,il,fail
2577432,13681,central plaza residential home,long term care,risk 1 (high),chicago,il,pass
2605060,2354653,el pescador restaurant,restaurant,risk 1 (high),chicago,il,no entry
2293467,2215803,lawndale community day care,daycare (2 - 6 years),risk 1 (high),chicago,il,pass w/ conditions
2359527,2595277,che che pita,restaurant,risk 1 (high),chicago,il,fail
2605055,2762165,wacker barista bar and market,restaurant,risk 2 (medium),chicago,il,pass
2293572,21803,harczak sausages,grocery store,risk 1 (high),chicago,il,pass w/ conditions
2359657,2671384,nyfc seafood & grill,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2293704,1445845,the park grill,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2293712,1592606,"cafe utjeha, inc.",restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2359660,2385708,little green tree house,daycare above and under 2 years,risk 1 (high),chicago,il,fail
2605014,2890772,63rd & mozart food mart inc.,grocery store,risk 2 (medium),chicago,il,pass
2605009,5490,francisco espinoza,grocery store,risk 1 (high),chicago,il,pass
2293733,1302580,favorite cafe,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2293785,2133877,morse gyros,restaurant,risk 1 (high),chicago,il,fail
2457193,2636843,roots handmade pizza - second city/utopian tailgat,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605001,1969968,mcdonald's,restaurant,risk 2 (medium),chicago,il,pass
2293919,2451427,cermak fresh market,grocery store,risk 1 (high),chicago,il,fail
2294087,2307748,mariano's #8527 ukranian village,grocery store,risk 1 (high),chicago,il,pass w/ conditions
2604970,2808678,la coco mexican food,restaurant,risk 1 (high),chicago,il,fail
2300228,1382290,chipotle mexican grill,restaurant,risk 1 (high),chicago,il,fail
2300546,2412225,madison tavern,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2300370,1926569,rocky mountain chocolate factory,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2484299,2304218,"me and you learning academy, inc.",daycare above and under 2 years,risk 1 (high),chicago,il,fail
2604955,1167940,"peninsula chicago, llc",restaurant,risk 2 (medium),chicago,il,pass
2604949,84648,scofflaw,restaurant,risk 1 (high),chicago,il,pass
2604944,2314917,rustle & roux,restaurant,risk 1 (high),chicago,il,pass
2604945,2035,esperanza school,school,risk 1 (high),chicago,il,pass
2300683,2483753,kentucky fried chicken,restaurant,risk 1 (high),chicago,il,fail
2300740,59263,the irish oak,restaurant,risk 1 (high),chicago,il,pass
2484464,11571,panaderia la central inc,bakery,risk 2 (medium),chicago,il,fail
2604940,2003567,leonidas cafe chocolaterie,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2484820,14709,reggio's pizza iii,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2303241,2617378,tsaocaa tea,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605018,2957024,farm bar ravenswood,restaurant,risk 1 (high),chicago,il,no entry
2604926,2812832,starbucks coffee #216,restaurant,risk 2 (medium),chicago,il,pass
2303257,2916086,mann park,golden diner,risk 1 (high),chicago,il,fail
2588494,2758012,tastee rolls 2,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2604920,2840836,le french pattisserie,bakery,risk 2 (medium),chicago,il,no entry
2303311,2671384,nyfc seafood & grill,restaurant,risk 1 (high),chicago,il,pass
2303421,2631080,fried rice express,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2303412,2221638,seeds of joy daycare and fitness center,children's services facility,risk 1 (high),chicago,il,pass
2588768,2185077,evergreen restaurant,restaurant,risk 1 (high),chicago,il,fail
2604897,2993660,gravitea river south,restaurant,risk 1 (high),chicago,il,fail
2604899,2528533,pleasant house pub,restaurant,risk 1 (high),chicago,il,pass
2303485,2307811,manolo's tamales #3,restaurant,risk 1 (high),chicago,il,fail
2303491,2119915,cai,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2303747,1479959,city fresh market,grocery store,risk 1 (high),chicago,il,fail
2303843,2443147,uncle j's bbq,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2303908,83345,millennium knickerbocker hotel-nix,restaurant,risk 1 (high),chicago,il,fail
2604870,2646180,united grill,restaurant,risk 1 (high),chicago,il,pass
2304017,1470,villa palermo inc,restaurant,risk 1 (high),chicago,il,fail
2485104,1803230,bq afroroot cuisine,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2604855,2477101,taipei cafe,restaurant,risk 1 (high),chicago,il,no entry
2604861,2220993,the little folks daycare,daycare (2 - 6 years),risk 1 (high),chicago,il,pass
2604857,2469514,concordia place,children's services facility,risk 1 (high),chicago,il,pass
2304238,1676771,target store- 2078,restaurant,risk 2 (medium),chicago,il,pass
2304286,1878871,fleming's prime steakhouse & winebar,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2304252,2601357,blackstone hotel,restaurant,risk 1 (high),chicago,il,fail
2590033,1043148,carnival grocery store,grocery store,risk 1 (high),chicago,il,fail
2604850,23063,starbucks coffee #225,restaurant,risk 2 (medium),chicago,il,pass
2304646,2215514,south harper montessori school,daycare (2 - 6 years),risk 1 (high),chicago,il,pass w/ conditions
2492442,2684305,jerky jerk rare,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2604821,1332161,t joels family restaurant,restaurant,risk 1 (high),chicago,il,pass
2492572,2179926,cafeteria yesenia,restaurant,risk 1 (high),chicago,il,fail
2604819,2993470,urban markets of edgebrook inc.,grocery store,risk 1 (high),chicago,il,pass
2604815,2938837,maxwells trading,restaurant,risk 1 (high),chicago,il,pass
2604811,1618656,happy foods,grocery store,risk 1 (high),chicago,il,out of business
2604812,2813226,amor y tequila,restaurant,risk 1 (high),chicago,il,pass
2304885,1403943,blue bird bowl,restaurant,risk 2 (medium),chicago,il,fail
2492727,2703967,mi nueva tierra,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2604803,3923,mr. d's snack shop,restaurant,risk 1 (high),chicago,il,pass
2604802,2781516,the bakery box,restaurant,risk 2 (medium),chicago,il,out of business
2604808,2895467,pizza matta,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2590827,2278386,johnny's beef & gyros,restaurant,risk 1 (high),chicago,il,pass
2492757,2065455,las islas marias,restaurant,risk 1 (high),chicago,il,fail
2604798,2993471,urban markets of edgebrook inc.,grocery store,risk 1 (high),chicago,il,pass
2604794,2989037,west side food and deli,grocery store,risk 2 (medium),chicago,il,fail
2590824,2757539,baba's famous steak and lemonade,restaurant,risk 1 (high),chicago,il,fail
2305172,2294414,stans donuts,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2604788,2808155,cook it mama,restaurant,risk 2 (medium),chicago,il,no entry
2497433,2622726,lao sze chuan,restaurant,risk 1 (high),chicago,il,pass
2311591,1821756,ukrainian cultural center,banquet hall,risk 1 (high),chicago,il,pass w/ conditions
2498059,2232943,halsted street deli,restaurant,risk 1 (high),chicago,il,fail
2604784,2307748,mariano's #8527 ukranian village,grocery store,risk 1 (high),chicago,il,pass
2311605,2262538,aramark-soldier field,restaurant,risk 1 (high),chicago,il,fail
2311651,2206836,sunrise of lincoln park,long term care,risk 1 (high),chicago,il,fail
2604776,1981981,south central community services,school,risk 1 (high),chicago,il,out of business
2498173,2703458,el taco azteca inc.,restaurant,risk 1 (high),chicago,il,fail
2500546,2488196,noonokabab,restaurant,risk 1 (high),chicago,il,fail
2604777,2341239,peet's tea & coffee,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2604768,2817874,top butcher,grocery store,risk 1 (high),chicago,il,pass w/ conditions
2312266,2551845,bp gas,grocery store,risk 3 (low),chicago,il,pass w/ conditions
2509580,39851,brownstone tavern & grill,restaurant,risk 1 (high),chicago,il,pass
2604753,23089,starbucks coffee #2234,restaurant,risk 2 (medium),chicago,il,out of business
2604758,2797371,regalia,restaurant,risk 1 (high),chicago,il,no entry
2604755,2835167,levy premium food service limited partnership,restaurant,risk 1 (high),chicago,il,no entry
2604759,2993414,arepa george cantina,restaurant,risk 3 (low),chicago,il,pass
2604760,1772245,ludlow liquors,restaurant,risk 1 (high),chicago,il,pass
2509682,2626603,caribbean jerk palace iii llc,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2591692,2002661,jw marriott hotel chicago,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2604745,2971665,chelis boba cafe,restaurant,risk 2 (medium),chicago,il,pass
2604749,1094556,kinzie st. chop house,restaurant,risk 1 (high),chicago,il,pass
2510149,7778,nancy's home of stuffed pizza,restaurant,risk 1 (high),chicago,il,fail
2312520,1675762,the fifty / 50,restaurant,risk 1 (high),chicago,il,fail
2604743,2943404,xocome antojeria,restaurant,risk 1 (high),chicago,il,pass
2531992,2732780,county bbq,restaurant,risk 1 (high),chicago,il,fail
2531263,2802416,super jj chicken fish and ribs,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2604799,19444,output wrigleyville,restaurant,risk 1 (high),chicago,il,no entry
2532061,2712792,seafood junction market,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2312798,1884293,gold coast dogs,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2604719,2929311,organiclife,school,risk 1 (high),chicago,il,pass
2604720,15910,konak restaurant,restaurant,risk 1 (high),chicago,il,no entry
2592890,2749977,smashburger #1733,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2535110,2791441,athenaeum center for thought & culture,restaurant,risk 3 (low),chicago,il,fail
2537260,2817455,cent n 4 convenient store,grocery store,risk 3 (low),chicago,il,fail
2315366,56711,nonno pino,restaurant,risk 1 (high),chicago,il,pass
2315420,2516647,american airlines admirals lounge,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2537835,34192,"host international inc, chilis t-2",restaurant,risk 1 (high),chicago,il,pass
2315441,2602210,primrose academy,children's services facility,risk 1 (high),chicago,il,pass
2537839,34139,chicago blackhawks stanley's t2 bar,restaurant,risk 1 (high),chicago,il,fail
2315809,1700,la perla tapatia #2,bakery,risk 1 (high),chicago,il,fail
2604669,2988775,the bbq shack,restaurant,risk 1 (high),chicago,il,pass
2604677,2786721,rainforest learning center,children's services facility,risk 1 (high),chicago,il,pass
2315876,2049605,flaco's tacos,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2604660,2083849,hubbard inn,restaurant,risk 1 (high),chicago,il,no entry
2594570,2967278,taqueria el bosque,restaurant,risk 1 (high),chicago,il,fail
2594780,2966756,rim foods,grocery store,risk 3 (low),chicago,il,fail
2594852,2189098,fairfield and suites chicago downtown river north,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2544883,44793,maggiano's little italy,restaurant,risk 1 (high),chicago,il,fail
2545292,2712436,chicago marriott at medical district/uic,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2598644,2699571,kameya japanese restaurant,restaurant,risk 1 (high),chicago,il,pass
2320247,2688817,7-eleven #35750a,grocery store,risk 1 (high),chicago,il,pass
2545530,2822318,mi lindo jerez inc,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2545314,22151,barton elementary school,school,risk 1 (high),chicago,il,fail
2598866,2911975,mr chilaquil,restaurant,risk 1 (high),chicago,il,fail
2604602,23041,starbucks coffee #232,restaurant,risk 2 (medium),chicago,il,out of business
2320879,2578008,shari sushi bar,restaurant,risk 1 (high),chicago,il,fail
2545616,1887924,altavista foods,grocery store,risk 3 (low),chicago,il,pass
2545756,2495771,"fittingly delicious, llc",restaurant,risk 1 (high),chicago,il,fail
2604576,1767508,jack and gingers,restaurant,risk 1 (high),chicago,il,out of business
2604580,2786440,cocina compartida de trabajadores cooperativistas,shared kitchen,risk 1 (high),chicago,il,pass
2604588,2658415,oda mediterranean cuisine,restaurant,risk 1 (high),chicago,il,pass
2604577,2458539,future focus day care,children's services facility,risk 1 (high),chicago,il,pass
2604583,2411859,raisu japanese fine dining,restaurant,risk 1 (high),chicago,il,pass
2600828,2458229,clark,grocery store,risk 2 (medium),chicago,il,fail
2321179,2536589,small cheval,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2604574,2384887,learn together grow together child development cen,children's services facility,risk 1 (high),chicago,il,pass
2604579,2390629,hilda's kitchen inc.,restaurant,risk 1 (high),chicago,il,pass
2604575,2813320,tribe,restaurant,risk 1 (high),chicago,il,pass
2545846,2646483,thai spoon and sushi,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2345597,2079886,the silversmith hotel & suites,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2546124,2827105,"los cascabeles,inc.",restaurant,risk 1 (high),chicago,il,pass w/ conditions
2352300,2564705,tasty china,restaurant,risk 1 (high),chicago,il,fail
