Inspection ID,License #,DBA Name,Facility Type,Risk,City,State,Results
1516110,34512,alonti deli,restaurant,risk 1 (high),chicago,il,pass w/ conditions
1522256,1990954,little babas famous steak & lemonade,restaurant,risk 1 (high),chicago,il,pass w/ conditions
1522493,1820900,nouveau tavern,restaurant,risk 1 (high),chicago,il,fail
2607740,2245322,lake shore schools,daycare above and under 2 years,risk 1 (high),chicago,il,pass
2607743,1403419,impallaria's and deli,bakery,risk 2 (medium),chicago,il,pass
1575494,2304698,le pain quotidien,restaurant,risk 1 (high),chicago,il,pass w/ conditions
1522567,41725,la fiesta restaurant,restaurant,risk 1 (high),chicago,il,pass
2607730,2988283,soul vegan luv,restaurant,risk 1 (high),chicago,il,pass
1578650,51202,the new some place else lounge,liquor,risk 3 (low),chicago,il,fail
1527994,18299,d's beef & fried rice,restaurant,risk 1 (high),chicago,il,fail
2607712,2483482,northern taste,restaurant,risk 1 (high),chicago,il,no entry
1532582,14380,hawkeye's bar & grill inc,restaurant,risk 1 (high),chicago,il,fail
1532865,2141260,pie cafe,restaurant,risk 1 (high),chicago,il,pass
1537826,2341412,epiphany restaurant,restaurant,risk 1 (high),chicago,il,fail
2607686,2369189,tesfa ethiopian cuisine,restaurant,risk 1 (high),chicago,il,no entry
2607687,2595950,tbaar,restaurant,risk 2 (medium),chicago,il,pass
2607683,2993284,il carciofo,restaurant,risk 1 (high),chicago,il,pass
1578677,2278852,four belly,restaurant,risk 1 (high),chicago,il,pass
1546892,1963277,pequod's pizza,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2607673,2601849,sharks fish and grill,restaurant,risk 1 (high),chicago,il,out of business
2607676,2684492,atrium events,restaurant,risk 1 (high),chicago,il,pass
2222312,1959502,all style buffet,restaurant,risk 1 (high),chicago,il,fail
1578733,2340648,remis barbque and chicken,restaurant,risk 1 (high),chicago,il,fail
1578813,2340654,nannan asian cafe,restaurant,risk 1 (high),chicago,il,pass
2607663,2404722,salsa  picante,restaurant,risk 1 (high),chicago,il,out of business
2607666,2993283,il carciofo,restaurant,risk 1 (high),chicago,il,pass
2222882,2333768,jade palace,restaurant,risk 1 (high),chicago,il,fail
1560146,2089194,palace gate africa restaurant,restaurant,risk 1 (high),chicago,il,pass
2607654,54753,bourbon cafe',restaurant,risk 1 (high),chicago,il,out of business
2222920,2008459,joy yee noodle shop,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2222912,34190,chili's t - 3,restaurant,risk 1 (high),chicago,il,pass
2607644,2446992,our food store,grocery store,risk 3 (low),chicago,il,out of business
2607645,2781095,armitage ale house,restaurant,risk 1 (high),chicago,il,pass
1560195,2252937,standard market grill,restaurant,risk 1 (high),chicago,il,fail
1561401,1888944,"miss asia, llc",restaurant,risk 1 (high),chicago,il,fail
1561832,2319911,freshii,restaurant,risk 1 (high),chicago,il,pass w/ conditions
1561647,1979236,sarks in the park llc,restaurant,risk 1 (high),chicago,il,fail
2229739,2334226,c/o st anthony hospital.,restaurant,risk 1 (high),chicago,il,fail
1562101,2326979,mariano's #8516,grocery store,risk 1 (high),chicago,il,pass
2607610,2997676,chicago bar association,restaurant,risk 2 (medium),chicago,il,fail
2607629,2659355,orkenoy,restaurant,risk 1 (high),chicago,il,out of business
2607623,2215730,the children's place assn,daycare above and under 2 years,risk 1 (high),chicago,il,pass
2607617,1717608,rios de sudamerica,restaurant,risk 1 (high),chicago,il,out of business
1566523,2348801,sushi para too,restaurant,risk 1 (high),chicago,il,fail
2607606,2993273,mickii's,bakery,risk 2 (medium),chicago,il,pass
2607607,2369187,chance after chance ministry,children's services facility,risk 1 (high),chicago,il,no entry
1575354,1472957,forum 55,restaurant,risk 1 (high),chicago,il,fail
2607601,2863281,al kabeer restaurant,restaurant,risk 1 (high),chicago,il,no entry
2607599,2708929,anmol barbeque,restaurant,risk 1 (high),chicago,il,out of business
1588690,2308079,restaurante salvadoreno olocuilta inc.,restaurant,risk 1 (high),chicago,il,fail
1589094,2269625,subway,restaurant,risk 1 (high),chicago,il,fail
2607593,2835784,bonillas burger bite corp.,restaurant,risk 2 (medium),chicago,il,fail
1575503,2215489,"montessori academy & assoc., inc.",daycare above and under 2 years,risk 1 (high),chicago,il,fail
2230191,2204601,bethany retirement community,long term care,risk 1 (high),chicago,il,pass w/ conditions
1589190,1142116,burrito beach,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2607580,1680146,starbuck coffee #10366,restaurant,risk 2 (medium),chicago,il,pass
2607669,2762238,7-eleven #29150f,grocery store,risk 2 (medium),chicago,il,out of business
2232311,2215984,kids r first learning center,daycare above and under 2 years,risk 1 (high),chicago,il,fail
1609435,1473214,pho 777 restaurant,restaurant,risk 1 (high),chicago,il,pass
1609522,70224,rl,restaurant,risk 1 (high),chicago,il,pass
2607567,2446206,revival food hall,restaurant,risk 1 (high),chicago,il,out of business
2607569,2744831,dunkin donuts,restaurant,risk 2 (medium),chicago,il,pass
2607565,2996844,snoop food mart,grocery store,risk 3 (low),chicago,il,no entry
1931219,2120607,"super low meat market, inc.",grocery store,risk 2 (medium),chicago,il,fail
1632497,1909968,jewel food store #3376,grocery store,risk 1 (high),chicago,il,pass w/ conditions
2607563,2437301,7-eleven # 32934e,grocery store,risk 2 (medium),chicago,il,pass
176758,24221,lloyd,school,risk 1 (high),chicago,il,pass
1975476,1574001,levy restaurants @ wrigley field,stadium,risk 1 (high),chicago,il,no entry
2607553,2703712,subway,restaurant,risk 1 (high),chicago,il,pass
1932082,1518913,holiday inn chicago o'hare,restaurant,risk 1 (high),chicago,il,pass
2607542,2555480,starbucks,restaurant,risk 2 (medium),chicago,il,pass
1949181,37655,the westin michigan avenue,restaurant,risk 1 (high),chicago,il,pass
1960613,83788,the grill on the alley,restaurant,risk 1 (high),chicago,il,pass w/ conditions
1948935,2146735,frisco's double eagle stea,restaurant,risk 1 (high),chicago,il,pass
2607537,1495422,dunkin donuts,restaurant,risk 2 (medium),chicago,il,out of business
1960725,83345,millennium knickerbocker hotel-nix,restaurant,risk 1 (high),chicago,il,pass w/ conditions
1970552,1697132,gino's east pizzeria,restaurant,risk 1 (high),chicago,il,pass
2240556,2631697,happy grocery and dollar,grocery store,risk 3 (low),chicago,il,pass w/ conditions
1976841,2262496,eataly,restaurant,risk 1 (high),chicago,il,pass
1978229,2013184,francesca's on chestnut,restaurant,risk 1 (high),chicago,il,pass
2607513,2997570,roseranch farms,grocery store,risk 2 (medium),chicago,il,pass
2607519,2912297,79th market,grocery store,risk 3 (low),chicago,il,out of business
2240611,44701,tiffin,restaurant,risk 1 (high),chicago,il,fail
2240642,53121,tilden achievement acad.(&tilden career comm.hs),school,risk 1 (high),chicago,il,pass w/ conditions
2088608,2008547,tozi restaurant,restaurant,risk 1 (high),chicago,il,pass
1971147,1697132,gino's east pizzeria,restaurant,risk 1 (high),chicago,il,pass
2241141,2349529,learn & grow childcare,children's services facility,risk 1 (high),chicago,il,fail
2607492,2641413,chicago preschool academy,daycare above and under 2 years,risk 1 (high),chicago,il,pass
2159448,1938066,wingstop,restaurant,risk 1 (high),chicago,il,pass
2607479,1883567,"shokolad pastry & cafe, inc",restaurant,risk 1 (high),chicago,il,pass
2176893,85532,subway / tcby,restaurant,risk 1 (high),chicago,il,pass w/ conditions
1976545,2189702,howells & hood,restaurant,risk 1 (high),chicago,il,pass w/ conditions
197458,25676,miller's pub & restaurant,restaurant,risk 1 (high),chicago,il,pass
2243660,2483753,kentucky fried chicken,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2607475,2978007,foxtrot market,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2243855,2221636,zia's lago vista,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2181403,2398345,buffalo wild wings,restaurant,risk 1 (high),chicago,il,pass
2182146,2418258,selam market and restaurant llc,restaurant,risk 1 (high),chicago,il,pass
2244011,10306,fine fair food & liquor,grocery store,risk 2 (medium),chicago,il,pass w/ conditions
2607462,2845879,flour power pasta,restaurant,risk 1 (high),chicago,il,pass
1982635,2307748,mariano's #8527 ukranian village,grocery store,risk 1 (high),chicago,il,fail
2184289,2608737,tous les jours,bakery,risk 2 (medium),chicago,il,fail
2028693,2391457,mariano's #8534,grocery store,risk 1 (high),chicago,il,fail
2028759,80542,mac's american food,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2049222,2364401,dunkin' donuts,restaurant,risk 2 (medium),chicago,il,fail
2009885,1529,marie's liquors inc.,restaurant,risk 1 (high),chicago,il,fail
2050015,2369039,bourbon on division,restaurant,risk 2 (medium),chicago,il,fail
2050644,2298687,the winchester,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2050686,2043447,potbelly sandwich works,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2051040,34114,absinthe cafe,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2608350,2803597,harold's chicken strips and foods inc,restaurant,risk 1 (high),chicago,il,out of business
2051176,2535077,kanela,restaurant,risk 1 (high),chicago,il,pass
2184376,1819996,the aberdeen tap,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2607410,1932299,afc sushi@jewel-osco #3376,grocery store,risk 1 (high),chicago,il,pass
2607406,2840067,las sisters inc,restaurant,risk 1 (high),chicago,il,pass
2072154,2069681,mariscos el veneno,restaurant,risk 1 (high),chicago,il,pass
2071821,2146279,oiistar,restaurant,risk 1 (high),chicago,il,pass
2607396,2601736,don pedro carnitas,restaurant,risk 1 (high),chicago,il,pass
2098491,2263249,taqueria el jardin,grocery store,risk 1 (high),chicago,il,pass
2098888,10559,podhalanka restaurant,restaurant,risk 1 (high),chicago,il,pass
2184456,36823,pete's market,grocery store,risk 1 (high),chicago,il,fail
2607390,2807899,mcdonald's,restaurant,risk 2 (medium),chicago,il,out of business
2282788,2647070,hygge,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2282888,1403652,tommy gun's garage,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2607378,2997487,raising cane's chicken fingers,restaurant,risk 2 (medium),chicago,il,not ready
2184512,19765,swap-o-rama flea market,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2117026,1820861,pot pan restaurant,restaurant,risk 1 (high),chicago,il,pass
2607371,2158449,union sub 1 inc.,restaurant,risk 2 (medium),chicago,il,pass
2607366,2988556,71st food and grocery,grocery store,risk 3 (low),chicago,il,pass
2607372,2689164,altitude chicago,restaurant,risk 2 (medium),chicago,il,pass
2607368,1595448,depaul university loop campus bookstore #085,restaurant,risk 2 (medium),chicago,il,pass
2184675,14627,topo gigio ristorante,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2607355,2890686,mcdonald's,restaurant,risk 2 (medium),chicago,il,pass
2169626,1948155,square grill,restaurant,risk 1 (high),chicago,il,pass
2607351,6753,grota restaurant,restaurant,risk 1 (high),chicago,il,pass
2607347,2723666,charles austin limited,grocery store,risk 2 (medium),chicago,il,out of business
2607348,2934768,baba shawarma inc.,restaurant,risk 1 (high),chicago,il,pass
2182187,1043966,pho xe lua,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2184766,2464290,"some like it black creative arts bar, inc.",restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2288482,2477051,shawarma garden,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2288804,2405950,"wendy's properties, llc",restaurant,risk 1 (high),chicago,il,pass w/ conditions
2184856,64722,dunkin donuts/baskin robbins,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2607337,2560252,nutricion familiar #2 inc.,restaurant,risk 2 (medium),chicago,il,out of business
2184333,1514893,lao sze chuan uptown,restaurant,risk 1 (high),chicago,il,fail
2607319,2665378,pure life,restaurant,risk 2 (medium),chicago,il,pass
2607328,2676997,lawrene fish market,restaurant,risk 1 (high),chicago,il,pass
2607322,2216077,"les finch's learning tree, inc.",daycare (2 - 6 years),risk 1 (high),chicago,il,pass
2184989,2528737,princi,restaurant,risk 1 (high),chicago,il,fail
2607312,2060730,d-4 restaurant,restaurant,risk 1 (high),chicago,il,pass
2200304,1621501,five star bar & grill,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2185008,25098,beck's,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2200502,2379193,el cubanito,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2290567,75382,golden crust pizzeria,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2607289,2753933,cloud cookie,restaurant,risk 2 (medium),chicago,il,pass
2200547,1332928,mcdonald's,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2290784,2447171,symphony midway,long term care,risk 1 (high),chicago,il,fail
2607278,2966309,taqueria mi pueblo iii inc.,restaurant,risk 1 (high),chicago,il,pass
2607269,2956507,rdk ventures llc,restaurant,risk 2 (medium),chicago,il,out of business
2607266,2997529,chengdu bistro,restaurant,risk 3 (low),chicago,il,pass
2184858,2398560,starbucks coffee #8954,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2607263,2048650,lickity split frozen custard & sweets,restaurant,risk 2 (medium),chicago,il,pass
2607264,2997528,chengdu bistro,restaurant,risk 3 (low),chicago,il,pass
2184948,1979989,au bon pain,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2607253,2500800,halsted street deli & bagel,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2607256,2709408,tawakkul restaurant,restaurant,risk 1 (high),chicago,il,pass
2607247,2766578,ah quick mart inc,grocery store,risk 3 (low),chicago,il,out of business
2607243,2846208,hidden treasure cafe,restaurant,risk 1 (high),chicago,il,out of business
2291206,2447171,symphony midway,long term care,risk 1 (high),chicago,il,pass
2184995,2368736,burger king #215,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2607314,2713354,food on the run,restaurant,risk 1 (high),chicago,il,no entry
2607230,1198178,floyd's pub,restaurant,risk 1 (high),chicago,il,pass
2293583,31294,"food life/lettuce off prem, ca",restaurant,risk 1 (high),chicago,il,pass w/ conditions
2185123,2615560,lakebreeze,restaurant,risk 2 (medium),chicago,il,fail
2185202,2270100,hutch,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2294035,2234204,summer house santa monica/stella barra pizzeria,restaurant,risk 1 (high),chicago,il,pass
2232488,2621870,el pueblito mexican grill,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2607208,2698610,golden gai sushi,restaurant,risk 1 (high),chicago,il,no entry
2200242,1121243,park tower market,grocery store,risk 2 (medium),chicago,il,pass w/ conditions
2607198,0,ombudsman roseland,school,risk 3 (low),chicago,il,pass
2607194,2523060,la michoacana the green party inc.,restaurant,risk 1 (high),chicago,il,pass
2232640,2313774,shilas restaurant,restaurant,risk 1 (high),chicago,il,fail
2200253,2222223,compass bar,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2232668,2216934,kensington place nursing and rehabilitation center,long term care,risk 1 (high),chicago,il,pass w/ conditions
2200290,1514864,backyard grill,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2232683,1336958,chicago's pizza,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2300768,1442161,kroll's south loop,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2301012,2476990,taqueria brito's,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2607155,61624,l & g restaurant,restaurant,risk 1 (high),chicago,il,out of business
2200531,1142960,roberts fish market,grocery store,risk 2 (medium),chicago,il,fail
2200557,2027638,frutyland,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2200568,2102660,st sava school,school,risk 1 (high),chicago,il,pass w/ conditions
2607165,2698526,small world daycare center ii,children's services facility,risk 1 (high),chicago,il,pass
2232739,24441,till,school,risk 1 (high),chicago,il,fail
2607147,2762212,eathai,restaurant,risk 1 (high),chicago,il,fail
2606147,2984081,tj mexican food,mobile prepared food vendor,risk 2 (medium),chicago,il,not ready
2233141,2208371,"southpoint nursing & rehabilitation center, llc",nursing home,risk 1 (high),chicago,il,pass w/ conditions
2606135,2961270,obbies pizza,restaurant,risk 1 (high),chicago,il,pass
2606142,2977267,go grocer,grocery store,risk 3 (low),chicago,il,pass
2303431,2137239,ceres' table,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2240622,1516501,afc sushi @ jewel-osco #3262,grocery store,risk 1 (high),chicago,il,pass w/ conditions
2240593,1409,jewel food store #3262,grocery store,risk 1 (high),chicago,il,pass w/ conditions
2240769,2084433,panda express #1975,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2240921,8550,supermercado cuauhtemoc inc,grocery store,risk 1 (high),chicago,il,fail
2304465,2677311,dollar tree #07993,grocery store,risk 3 (low),chicago,il,pass w/ conditions
2243372,2492429,unversity of chicago-tiffin cafe,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2243341,2431752,duke's,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2606106,1927410,barry callebaut usa llc,teaching school,risk 2 (medium),chicago,il,pass
2606111,60836,mini hut inc,restaurant,risk 2 (medium),chicago,il,out of business
2243695,1865,chicago produce,grocery store,risk 1 (high),chicago,il,fail
2606102,2993638,cantina rosa,restaurant,risk 3 (low),chicago,il,pass
2304843,2683701,hanabusa cafe,restaurant,risk 2 (medium),chicago,il,fail
2243783,1591726,pete's market #4,grocery store,risk 1 (high),chicago,il,fail
2243984,2601590,la luna,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2244032,2042823,delish diner,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2606075,2803116,philz coffee,restaurant,risk 2 (medium),chicago,il,pass
2213399,158,burwood tap,restaurant,risk 3 (low),chicago,il,pass w/ conditions
2244048,1621661,hashbrowns,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2606059,2632145,irving & clark shell,grocery store,risk 2 (medium),chicago,il,pass
2252223,18237,ceres cafe,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2606054,2961569,la esmeralda michoacana,restaurant,risk 2 (medium),chicago,il,pass
2312050,66919,latin american bakery,bakery,risk 1 (high),chicago,il,fail
2252235,25780,dunkin donuts/ baskin robbins,restaurant,risk 2 (medium),chicago,il,pass
2606043,2657735,taco bell cantina,restaurant,risk 2 (medium),chicago,il,pass
2252389,2641888,louderusk cocina inc,restaurant,risk 1 (high),chicago,il,fail
2606031,8600,waldo cooney's pizza,restaurant,risk 1 (high),chicago,il,out of business
2252521,2542904,tasty chicken & salad food mart,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2352527,16823,dao thai restraunt,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2252559,23291,funston (main building),school,risk 1 (high),chicago,il,pass w/ conditions
2252599,2437403,intercontinental hotel chicago,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2213871,2215758,swedish covenant hospital ccc,children's services facility,risk 1 (high),chicago,il,pass w/ conditions
2252697,22261,james g. blaine elementary school,school,risk 1 (high),chicago,il,pass
2252781,2059645,7 eleven #3489104,grocery store,risk 2 (medium),chicago,il,fail
2605989,2359604,el che steakhouse & bar,restaurant,risk 1 (high),chicago,il,pass
2253010,2222174,szechuan cuisine,restaurant,risk 1 (high),chicago,il,fail
2253141,1398,jewel food store #3241,grocery store,risk 1 (high),chicago,il,pass w/ conditions
2605979,2152669,hopleaf bar,restaurant,risk 1 (high),chicago,il,pass
2261397,2646212,king & 61st grocery,grocery store,risk 2 (medium),chicago,il,fail
2355901,1194410,song do,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2253196,37002,la condesa,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605968,2997249,istmo oaxacan cuisine,restaurant,risk 3 (low),chicago,il,pass
2282800,2289500,grand triple crown,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605961,2997295,anticonquista cafe,restaurant,risk 1 (high),chicago,il,not ready
2222574,2308071,fast burrito,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605955,2677900,heritage outpost,restaurant,risk 2 (medium),chicago,il,out of business
2282946,2417982,raymonds tacos,restaurant,risk 1 (high),chicago,il,fail
2282923,1574751,el mariachi restaurant,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605953,2013290,zero degrees karaoke bar llc,restaurant,risk 2 (medium),chicago,il,no entry
2282980,1120626,reggio's pizza express,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605933,2997072,lizzano,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2605937,2924462,burger king,restaurant,risk 2 (medium),chicago,il,pass
2285317,2646586,"assyrian kitchen ,inc",restaurant,risk 1 (high),chicago,il,pass w/ conditions
2223049,1997939,dollar tree  # 4143,grocery store,risk 3 (low),chicago,il,fail
2223055,2575508,bibliophile,restaurant,risk 1 (high),chicago,il,fail
2605923,2340664,frida room,restaurant,risk 1 (high),chicago,il,pass
2606008,2712243,pokiology roscoe,restaurant,risk 1 (high),chicago,il,out of business
2356924,2678193,s2 express grill,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2285461,1140128,mcdonald's corporation,restaurant,risk 1 (high),chicago,il,fail
2359406,35117,mr.submarine,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2285742,1593938,peaches,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605914,2749286,clover sports bar,restaurant,risk 3 (low),chicago,il,no entry
2285917,2261769,cheng chopsticks,restaurant,risk 1 (high),chicago,il,fail
2223129,1473196,tom lee's chop suey,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605906,1979845,reservoir,restaurant,risk 1 (high),chicago,il,no entry
2605905,2590079,whipped & beaten culinary works,cooking school,risk 1 (high),chicago,il,no entry
2286125,1143139,longwood foods,grocery store,risk 2 (medium),chicago,il,pass w/ conditions
2360114,2708972,mr. dumpling inc.,restaurant,risk 1 (high),chicago,il,fail
2605902,2626202,jj fish,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605896,2615578,menya goku,restaurant,risk 1 (high),chicago,il,no entry
2605897,2856302,lemme get ummm,restaurant,risk 2 (medium),chicago,il,pass
2605900,2708689,las delicias de la michoacana llc,restaurant,risk 1 (high),chicago,il,pass
2288535,23067,starbucks coffee #2252,restaurant,risk 2 (medium),chicago,il,pass w/ conditions
2288604,1495140,marie's bakery,bakery,risk 1 (high),chicago,il,fail
2605893,2993523,veteran roasters cafe,restaurant,risk 2 (medium),chicago,il,pass
2362431,2204311,arbour health care center ltd,long term care,risk 1 (high),chicago,il,pass w/ conditions
2229687,2626223,dhaka fresh market,grocery store,risk 2 (medium),chicago,il,pass w/ conditions
2288776,46777,toast,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2362755,29497,the 3rd coast,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2229718,2216862,care-a-lot e.l.c. ii,children's services facility,risk 1 (high),chicago,il,pass w/ conditions
2605865,2900640,little minds daycare center,daycare above and under 2 years,risk 1 (high),chicago,il,pass
2362828,25371,shoesmith,school,risk 1 (high),chicago,il,fail
2362980,2138022,protein bar,restaurant,risk 1 (high),chicago,il,pass
2365224,2717705,tejano's,restaurant,risk 1 (high),chicago,il,fail
2605851,2469169,tbd,catering,risk 2 (medium),chicago,il,out of business
2605848,1926528,rocky mountain chocolate factory,restaurant,risk 2 (medium),chicago,il,out of business
2229963,64540,berghoff cafe,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2229957,26141,dulles,school,risk 1 (high),chicago,il,fail
2365498,1122790,vito & nicks inc.,restaurant,risk 1 (high),chicago,il,fail
2605839,2850832,io theater,restaurant,risk 1 (high),chicago,il,pass
2365755,2615530,ta' golazo,restaurant,risk 1 (high),chicago,il,pass
2289086,1772459,francisco pollo vivo,slaughter house/ grocery,risk 2 (medium),chicago,il,fail
2289170,9567,colletti's restaurant,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2365986,80690,restaurant & pozoleria san juan,restaurant,risk 1 (high),chicago,il,fail
2605823,2901313,mcdonald's,restaurant,risk 2 (medium),chicago,il,pass
2289195,2556034,el patron ii,restaurant,risk 1 (high),chicago,il,fail
2290263,2298672,pinstripes,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605811,2877105,birrieria y taqueria napoles inc.,restaurant,risk 1 (high),chicago,il,out of business
2290264,2642165,chef xiong,restaurant,risk 1 (high),chicago,il,fail
2232777,1042399,lou malnati's pizzeria,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2290320,2369189,pearl's southern comfort,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2290280,41980,lawry's the prime rib,restaurant,risk 1 (high),chicago,il,fail
2605770,1873405,green grocer chicago,grocery store,risk 3 (low),chicago,il,pass
2605775,2671180,rpm seafood/rpm on the water,restaurant,risk 1 (high),chicago,il,pass
2290399,2589519,all that jazz inc.,children's services facility,risk 3 (low),chicago,il,fail
2240428,2621370,do-rite donuts & chicken,restaurant,risk 1 (high),chicago,il,pass
2485136,2215682,north elston kindercare,children's services facility,risk 1 (high),chicago,il,pass
2485183,2348814,minghin cuisine,restaurant,risk 1 (high),chicago,il,fail
2290549,2463973,bulldog ale house,restaurant,risk 1 (high),chicago,il,fail
2290562,2659009,five star certified,grocery store,risk 3 (low),chicago,il,pass w/ conditions
2605738,21034,wildfire,restaurant,risk 1 (high),chicago,il,fail
2240779,2501598,tamales emma la chaparrita,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2240864,2627034,hom mali,restaurant,risk 1 (high),chicago,il,fail
2605714,2997153,homan food mart,grocery store,risk 3 (low),chicago,il,pass
2240955,2549079,chartwells,charter school,risk 1 (high),chicago,il,pass w/ conditions
2605715,2506775,taste of canton,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2497525,2622530,edible arrangements,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605711,2867794,saving market,grocery store,risk 3 (low),chicago,il,out of business
2290876,2278083,"taqueria y birrieria morelia, inc.",restaurant,risk 1 (high),chicago,il,pass w/ conditions
2243329,2017268,lady gregory's,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2497681,2309077,city press juice & bottle,restaurant,risk 2 (medium),chicago,il,fail
2605698,1868311,"cremeria santa maria, inc",grocery store,risk 1 (high),chicago,il,pass
2498128,1323,jewel food store #3443,grocery store,risk 1 (high),chicago,il,fail
2243333,2422801,irie tavern,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605684,2797371,regalia,restaurant,risk 1 (high),chicago,il,no entry
2605690,2997252,andina comfort food,restaurant,risk 1 (high),chicago,il,not ready
2605695,2130061,mas alla del sol,restaurant,risk 1 (high),chicago,il,no entry
2605686,1893492,indie cafe,restaurant,risk 1 (high),chicago,il,pass
2500470,46311,william taft high school,school,risk 1 (high),chicago,il,pass
2500503,2447085,broken english taco pub,restaurant,risk 1 (high),chicago,il,pass
2605678,2868798,ice cream machine inc.,mobile food dispenser,risk 3 (low),chicago,il,pass
2605675,2846174,birrieria apatzingan,restaurant,risk 1 (high),chicago,il,no entry
2605679,37506,domino's pizza,restaurant,risk 2 (medium),chicago,il,pass
2243370,2621212,joe's food and liquor,grocery store,risk 3 (low),chicago,il,pass w/ conditions
2291055,2458283,whale fish & chicken,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2243371,2631158,experanca,restaurant,risk 2 (medium),chicago,il,fail
2243431,2374667,save-a-lot #851,grocery store,risk 2 (medium),chicago,il,pass w/ conditions
2500911,2270074,"fresh catch fish & seafood, inc.",restaurant,risk 1 (high),chicago,il,pass
2293269,2390818,the jerk shop,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2605639,2359604,el che steakhouse & bar,restaurant,risk 1 (high),chicago,il,no entry
2509294,25841,eli whitney elementary school,school,risk 1 (high),chicago,il,pass
2293272,2293377,trike thai noodle + sushi,restaurant,risk 1 (high),chicago,il,pass w/ conditions
2509338,2204604,bethesda home/retirenment cent,long term care,risk 1 (high),chicago,il,pass w/ conditions
2605619,2857249,healing bottoms,shared kitchen user (long term),risk 3 (low),chicago,il,pass
